order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied,revenue,month
O572561,C00370,P0029,3.0,19.58,2025-07-06,delayed,Paypal,West,0.1,52.866,2025-07
O238131,C00342,P0017,5.0,13.39,2025-07-06,delivered,Credit Card,Central,0.1,60.255,2025-07
O112478,C00471,P0025,2.0,9.0,2025-07-06,,Credit Card,North,0.2,14.4,2025-07
O451596,C00115,P0017,3.0,46.45,2025-07-06,delayed,Paypal,East,0.1,125.41500000000002,2025-07
O754959,C00151,P0023,4.0,19.37,2025-07-06,cancelled,Bank Transfer,East,0.15,65.858,2025-07
O431713,C00160,P0030,4.0,12.34,2025-07-06,delivered,Paypal,South,0.05,46.891999999999996,2025-07
O128167,C00107,P0004,1.0,41.02,2025-07-06,delivered,Paypal,North,0.15,34.867000000000004,2025-07
O166025,C00190,P0007,1.0,29.97,2025-07-06,delayed,Paypal,East,0.1,26.973,2025-07
O993924,C00109,P0022,3.0,47.85,2025-07-06,delayed,Credit Card,North,0.1,129.19500000000002,2025-07
O887026,C00095,P0027,1.0,47.88,2025-07-06,cancelled,Credit Card,North,0.0,47.88,2025-07
O671877,C00209,P0025,1.0,21.47,2025-07-06,delivered,Bank Transfer,Central,0.15,18.249499999999998,2025-07
O941588,C00365,P0009,3.0,32.73,2025-07-06,cancelled,Credit Card,South,0.0,98.19,2025-07
O994237,C00243,P0011,3.0,42.74,2025-07-06,cancelled,Credit Card,East,0.1,115.398,2025-07
O581843,C00338,P0023,3.0,21.31,2025-07-06,delayed,Credit Card,South,0.15,54.34049999999999,2025-07
O231318,C00251,,5.0,47.51,2025-07-06,delivered,Paypal,West,0.2,190.04,2025-07
O988203,C00053,P0030,3.0,34.82,2025-07-06,delayed,Paypal,Central,0.05,99.23700000000001,2025-07
O703880,C00158,P0006,2.0,36.32,2025-07-06,cancelled,Paypal,Central,0.2,58.112,2025-07
O319257,C00019,P0006,2.0,14.72,2025-07-06,delayed,Paypal,South,0.05,27.968,2025-07
O971893,C00373,P0006,2.0,38.98,2025-07-06,delayed,Bank Transfer,West,0.2,62.367999999999995,2025-07
O118404,C00469,P0009,5.0,33.52,2025-07-06,cancelled,Credit Card,West,0.0,167.60000000000002,2025-07
O610738,C00120,P0023,4.0,25.95,2025-07-06,delayed,Bank Transfer,West,0.15,88.22999999999999,2025-07
O987599,C00350,P0030,5.0,38.25,2025-07-06,delivered,Bank Transfer,West,0.2,153.0,2025-07
O870336,C00192,P0029,1.0,21.1,2025-07-06,delivered,Paypal,Central,0.0,21.1,2025-07
O226857,C00214,P0003,1.0,40.72,2025-07-06,delayed,Bank Transfer,North,0.1,36.648,2025-07
O914103,C00385,P0012,4.0,12.31,2025-07-06,delivered,Bank Transfer,South,0.0,49.24,2025-07
O272354,C00392,P0010,3.0,29.58,2025-07-06,delayed,Paypal,North,0.2,70.992,2025-07
O779675,C00044,P0003,1.0,23.16,2025-07-06,delivered,Paypal,Central,0.15,19.686,2025-07
O852176,C00313,P0013,5.0,14.12,2025-07-06,cancelled,Credit Card,East,0.1,63.54,2025-07
O909578,C00322,P0022,4.0,12.41,2025-07-06,delayed,Credit Card,South,0.15,42.194,2025-07
O459230,C00126,P0012,2.0,40.02,2025-07-06,delayed,Credit Card,North,0.2,64.03200000000001,2025-07
O409605,C00285,P0016,1.0,21.27,2025-07-06,delayed,Paypal,Central,0.15,18.0795,2025-07
O967986,C00002,P0026,3.0,41.19,2025-07-06,delayed,Bank Transfer,North,0.0,123.57,2025-07
O418028,C00436,P0017,1.0,41.55,2025-07-06,delayed,Credit Card,East,0.0,41.55,2025-07
O258279,C00219,P0026,1.0,14.81,2025-07-06,cancelled,Credit Card,North,0.15,12.5885,2025-07
O275532,C00183,P0022,2.0,8.07,2025-07-06,delivered,Paypal,South,0.15,13.719,2025-07
O481270,C00388,P0016,5.0,48.59,2025-07-06,delayed,Paypal,East,0.0,242.95000000000002,2025-07
O814519,C00326,P0014,3.0,32.14,2025-07-06,delivered,Paypal,South,0.15,81.957,2025-07
O867344,C00343,P0016,5.0,10.64,2025-07-06,delayed,Credit Card,North,0.1,47.88,2025-07
O963033,C00262,P0025,5.0,34.59,2025-07-06,delivered,Paypal,North,0.15,147.00750000000002,2025-07
O436657,C00281,P0016,1.0,32.27,2025-07-06,delivered,Paypal,South,0.15,27.4295,2025-07
O629765,C00453,P0026,2.0,20.83,2025-07-06,delayed,Credit Card,East,0.0,41.66,2025-07
O582042,C00046,P0029,1.0,49.18,2025-07-06,cancelled,Bank Transfer,East,0.1,44.262,2025-07
O517492,C00106,P0029,3.0,8.04,2025-07-06,delayed,Credit Card,South,0.0,24.119999999999997,2025-07
O827239,C00291,P0019,1.0,43.32,2025-07-06,delayed,Credit Card,South,0.15,36.822,2025-07
O693479,C00187,P0028,5.0,28.11,2025-07-06,delivered,Credit Card,West,0.1,126.49500000000002,2025-07
O993959,C00450,P0023,1.0,46.29,2025-07-06,delivered,Paypal,Central,0.1,41.661,2025-07
O569251,C00301,P0010,5.0,15.85,2025-07-06,cancelled,Bank Transfer,Central,0.05,75.2875,2025-07
O480964,C00039,P0027,1.0,20.8,2025-07-06,delivered,Credit Card,North,0.0,20.8,2025-07
O305111,C00399,P0014,1.0,13.4,2025-07-06,delivered,Credit Card,East,0.0,13.4,2025-07
O807933,C00296,P0027,4.0,47.03,2025-07-06,delivered,Credit Card,West,0.05,178.714,2025-07
O423041,C00309,P0001,2.0,14.08,2025-07-06,delivered,Credit Card,Central,0.2,22.528000000000002,2025-07
O572101,C00202,P0018,4.0,38.09,2025-07-06,cancelled,Credit Card,West,0.05,144.74200000000002,2025-07
O593893,C00106,P0015,4.0,38.99,2025-07-06,cancelled,Credit Card,South,0.0,155.96,2025-07
O488710,C00044,P0025,1.0,25.52,2025-07-06,delivered,Credit Card,North,0.0,25.52,2025-07
O349578,C00346,P0028,5.0,33.77,2025-07-06,cancelled,Paypal,South,0.1,151.96500000000003,2025-07
O481635,C00109,P0008,4.0,15.31,2025-07-06,cancelled,Credit Card,West,0.1,55.116,2025-07
O429345,C00496,P0016,4.0,39.22,2025-07-06,delayed,Credit Card,South,0.0,156.88,2025-07
O650449,C00291,P0008,2.0,9.0,2025-07-06,delayed,Bank Transfer,Central,0.05,17.099999999999998,2025-07
O576892,C00077,P0011,4.0,22.94,2025-07-06,delayed,Credit Card,Central,0.15,77.99600000000001,2025-07
O102250,C00040,P0006,4.0,21.36,2025-07-06,delivered,Credit Card,West,0.0,85.44,2025-07
O891561,C00347,P0004,2.0,43.27,2025-07-06,cancelled,Credit Card,West,0.0,86.54,2025-07
O435877,C00415,P0011,2.0,11.25,2025-07-06,delayed,Paypal,South,0.15,19.125,2025-07
O552024,C00409,P0023,3.0,34.12,2025-07-06,delayed,Paypal,North,0.15,87.00599999999999,2025-07
O488116,C00327,P0023,4.0,33.75,2025-07-06,delivered,Paypal,West,0.1,121.5,2025-07
O449988,C00290,P0005,2.0,8.88,2025-07-06,delayed,Credit Card,South,0.0,17.76,2025-07
O809600,C00325,P0006,2.0,27.63,2025-07-06,delayed,Credit Card,East,0.2,44.208,2025-07
O171314,C00476,P0005,4.0,48.09,2025-07-06,delivered,Credit Card,North,0.0,192.36,2025-07
O264824,C00007,P0024,1.0,47.42,2025-07-06,delayed,Credit Card,South,0.0,47.42,2025-07
O364475,C00061,P0027,4.0,43.67,2025-07-06,delivered,Bank Transfer,North,0.2,139.744,2025-07
O928454,C00184,P0027,1.0,26.02,2025-07-06,cancelled,Credit Card,West,0.0,26.02,2025-07
O673731,C00499,P0020,4.0,35.12,2025-07-06,delivered,Bank Transfer,Central,0.2,112.384,2025-07
O532908,C00494,P0012,3.0,12.55,2025-07-06,delayed,Credit Card,East,0.1,33.885000000000005,2025-07
O477070,C00079,P0007,5.0,20.64,2025-07-06,delivered,Paypal,West,0.15,87.72,2025-07
O852902,C00475,P0011,2.0,17.26,2025-07-06,cancelled,Paypal,North,0.0,34.52,2025-07
O160766,C00217,P0019,3.0,44.49,2025-07-06,delivered,Credit Card,North,0.15,113.4495,2025-07
O337497,C00249,P0005,3.0,36.13,2025-07-06,delayed,Paypal,West,0.2,86.71200000000002,2025-07
O857390,C00421,P0001,1.0,32.02,2025-07-06,cancelled,Paypal,East,0.1,28.818000000000005,2025-07
O235318,C00460,P0011,5.0,47.07,2025-07-06,delivered,Bank Transfer,North,0.1,211.815,2025-07
O452746,C00190,P0021,4.0,49.92,2025-07-06,delivered,Bank Transfer,East,0.1,179.71200000000002,2025-07
O765745,C00165,P0012,4.0,38.11,2025-07-06,cancelled,Credit Card,North,0.15,129.57399999999998,2025-07
O444837,C00210,P0027,2.0,40.33,2025-07-06,delayed,Credit Card,West,0.1,72.594,2025-07
O279593,C00128,P0001,1.0,26.02,2025-07-06,delivered,Bank Transfer,East,0.15,22.116999999999997,2025-07
O237172,C00287,P0021,2.0,20.39,2025-07-06,delayed,Bank Transfer,South,0.05,38.741,2025-07
O362445,C00178,P0018,4.0,20.45,2025-07-06,delivered,Bank Transfer,Central,0.15,69.53,2025-07
O111132,C00011,P0020,3.0,20.81,2025-07-06,delivered,Credit Card,Central,0.05,59.30849999999999,2025-07
O346038,C00404,P0012,1.0,23.62,2025-07-06,delivered,Credit Card,South,0.15,20.077,2025-07
O189730,C00180,P0022,4.0,28.47,2025-07-06,delayed,Credit Card,East,0.2,91.104,2025-07
O322634,C00485,P0006,1.0,32.92,2025-07-06,cancelled,Bank Transfer,North,0.15,27.982,2025-07
O144333,C00157,P0026,4.0,40.78,2025-07-06,delayed,Bank Transfer,South,0.05,154.964,2025-07
O224477,C00216,P0005,4.0,42.94,2025-07-06,delayed,Credit Card,North,0.15,145.99599999999998,2025-07
O253644,C00060,P0014,3.0,39.38,2025-07-06,cancelled,Credit Card,Central,0.05,112.233,2025-07
O512051,C00468,P0020,1.0,16.62,2025-07-06,delayed,Credit Card,East,0.0,16.62,2025-07
O318141,C00493,P0018,4.0,39.28,2025-07-06,cancelled,Credit Card,North,0.0,157.12,2025-07
O339326,C00262,P0019,4.0,46.86,2025-07-06,cancelled,Credit Card,East,0.1,168.696,2025-07
O367048,C00491,P0026,2.0,24.06,2025-07-06,delivered,Paypal,West,0.0,48.12,2025-07
O609676,C00278,P0027,2.0,19.57,2025-07-06,delayed,Bank Transfer,South,0.05,37.183,2025-07
O535433,C00379,P0024,3.0,29.17,2025-07-06,delayed,Bank Transfer,South,0.0,87.51,2025-07
O881689,C00214,P0020,3.0,33.25,2025-07-06,cancelled,Paypal,North,0.15,84.7875,2025-07
O699550,C00283,P0001,5.0,45.51,2025-07-06,delivered,Paypal,South,0.05,216.17249999999999,2025-07
O107935,C00138,P0010,4.0,36.67,2025-07-06,delivered,Credit Card,Central,0.1,132.012,2025-07
O776763,C00014,P0006,3.0,22.52,2025-07-06,delayed,Credit Card,East,0.1,60.804,2025-07
O254935,C00434,P0007,5.0,30.11,2025-07-06,cancelled,Bank Transfer,East,0.0,150.55,2025-07
O458746,C00081,P0015,4.0,24.88,2025-07-06,delayed,Bank Transfer,East,0.0,99.52,2025-07
O757954,C00242,P0008,3.0,22.55,2025-07-06,delayed,Credit Card,Central,0.05,64.2675,2025-07
O424255,C00196,P0011,4.0,25.0,2025-07-06,cancelled,Credit Card,Central,0.1,90.0,2025-07
O259845,C00202,P0005,2.0,8.69,2025-07-06,cancelled,Bank Transfer,East,0.0,17.38,2025-07
O778909,C00153,P0005,3.0,20.88,2025-07-06,delayed,Credit Card,West,0.05,59.507999999999996,2025-07
O893643,C00339,P0022,2.0,17.53,2025-07-06,delivered,Credit Card,North,0.0,35.06,2025-07
O881192,C00405,P0011,1.0,8.74,2025-07-06,delivered,Bank Transfer,Central,0.1,7.8660000000000005,2025-07
O691329,C00176,P0024,1.0,47.59,2025-07-06,delayed,Credit Card,East,0.0,47.59,2025-07
O198717,C00158,P0027,1.0,20.87,2025-07-06,delayed,Bank Transfer,West,0.05,19.8265,2025-07
O924241,C00473,P0005,2.0,42.86,2025-07-06,delivered,Paypal,South,0.0,85.72,2025-07
O430488,C00403,P0014,4.0,16.72,2025-07-06,delivered,Credit Card,South,0.15,56.84799999999999,2025-07
O802324,C00138,P0016,2.0,40.54,2025-07-06,cancelled,Credit Card,North,0.15,68.91799999999999,2025-07
O917531,C00198,P0027,4.0,46.36,2025-07-06,delayed,Paypal,Central,0.05,176.16799999999998,2025-07
O534285,C00171,P0018,5.0,44.16,2025-07-06,delivered,Bank Transfer,West,0.1,198.72,2025-07
O144167,C00249,P0018,5.0,18.88,2025-07-06,delivered,Credit Card,South,0.15,80.24,2025-07
O494686,C00240,P0007,4.0,42.58,2025-07-06,cancelled,Credit Card,North,0.0,170.32,2025-07
O645130,C00059,P0019,4.0,16.35,2025-07-06,delayed,Bank Transfer,East,0.1,58.86000000000001,2025-07
O217294,C00078,P0013,2.0,23.66,2025-07-06,delivered,Credit Card,North,0.0,47.32,2025-07
O349828,C00249,P0005,3.0,22.19,2025-07-06,delayed,Credit Card,Central,0.15,56.584500000000006,2025-07
O686768,C00154,P0009,1.0,9.3,2025-07-06,cancelled,Credit Card,Central,0.0,9.3,2025-07
O989008,C00473,P0020,4.0,13.77,2025-07-06,cancelled,Credit Card,South,0.0,55.08,2025-07
O857974,C00322,P0007,3.0,25.89,2025-07-06,delayed,Credit Card,North,0.0,77.67,2025-07
O114980,C00068,P0008,2.0,28.14,2025-07-06,delayed,Paypal,South,0.0,56.28,2025-07
O457551,C00103,P0015,5.0,36.35,2025-07-06,delayed,Credit Card,North,0.0,181.75,2025-07
O153217,C00245,P0010,4.0,41.78,2025-07-06,cancelled,Credit Card,West,0.15,142.052,2025-07
O673408,C00472,P0018,1.0,25.23,2025-07-06,delivered,Paypal,South,0.2,20.184,2025-07
O430907,C00108,P0013,4.0,39.77,2025-07-06,delayed,Credit Card,North,0.2,127.26400000000001,2025-07
O541621,C00005,P0003,2.0,19.76,2025-07-06,delayed,Credit Card,North,0.0,39.52,2025-07
O344007,C00326,P0017,2.0,27.01,2025-07-06,delivered,Paypal,West,0.15,45.917,2025-07
O391036,C00306,P0021,2.0,11.0,2025-07-06,delivered,Bank Transfer,East,0.15,18.7,2025-07
O136816,C00405,P0011,2.0,30.67,2025-07-06,delayed,Paypal,West,0.05,58.273,2025-07
O490616,C00491,P0007,3.0,33.67,2025-07-06,delayed,Credit Card,West,0.1,90.909,2025-07
O697006,C00324,P0015,5.0,42.49,2025-07-06,,Credit Card,Central,0.0,212.45000000000002,2025-07
O205719,C00296,P0023,2.0,10.12,2025-07-06,delivered,Credit Card,East,0.0,20.24,2025-07
O121120,C00447,P0025,5.0,22.43,2025-07-06,delivered,Paypal,North,0.2,89.72000000000001,2025-07
O686503,C00309,P0025,2.0,11.7,2025-07-06,delivered,Bank Transfer,Central,0.2,18.72,2025-07
O579968,C00016,P0020,1.0,44.07,2025-07-06,delayed,Credit Card,South,0.15,37.4595,2025-07
O827277,C00139,P0008,2.0,18.87,2025-07-06,delivered,Paypal,North,0.0,37.74,2025-07
O814283,C00083,P0017,5.0,25.12,2025-07-06,delayed,Paypal,West,0.05,119.32000000000001,2025-07
O494337,C00440,P0019,2.0,45.88,2025-07-06,delivered,Credit Card,West,0.0,91.76,2025-07
O283897,C00447,P0023,4.0,41.34,2025-07-06,delayed,Credit Card,Central,0.2,132.288,2025-07
O962455,C00471,P0007,4.0,37.22,2025-07-06,delivered,Credit Card,South,0.15,126.54799999999999,2025-07
O879292,C00385,P0004,2.0,16.57,2025-07-06,delayed,Paypal,East,0.2,26.512,2025-07
O378625,C00195,P0023,4.0,35.45,2025-07-06,delivered,Bank Transfer,North,0.1,127.62000000000002,2025-07
O765338,C00093,P0021,3.0,42.28,2025-07-06,delivered,Credit Card,East,0.1,114.156,2025-07
O749214,C00480,P0010,5.0,29.93,2025-07-06,cancelled,Credit Card,Central,0.0,149.65,2025-07
O798323,C00430,P0012,3.0,43.77,2025-07-06,delivered,Bank Transfer,East,0.15,111.6135,2025-07
O388050,C00396,P0014,1.0,38.88,2025-07-06,delayed,Credit Card,Central,0.15,33.048,2025-07
O861642,C00441,P0003,5.0,29.4,2025-07-06,delayed,Bank Transfer,South,0.1,132.3,2025-07
O904297,C00496,P0017,4.0,23.18,2025-07-06,delivered,Credit Card,East,0.0,92.72,2025-07
O967382,C00057,P0015,1.0,39.08,2025-07-06,cancelled,Paypal,Central,0.0,39.08,2025-07
O432247,C00058,P0013,2.0,18.79,2025-07-06,delivered,Bank Transfer,South,0.0,37.58,2025-07
O755268,C00451,P0012,1.0,20.08,2025-07-06,delivered,Bank Transfer,West,0.05,19.075999999999997,2025-07
O335686,C00082,P0004,2.0,35.43,2025-07-06,cancelled,Credit Card,West,0.15,60.230999999999995,2025-07
O709870,C00221,P0028,5.0,43.41,2025-07-06,delayed,Credit Card,West,0.1,195.345,2025-07
O992635,C00033,P0021,1.0,41.44,2025-07-06,delivered,Paypal,North,0.05,39.367999999999995,2025-07
O342614,C00300,P0007,1.0,25.2,2025-07-06,delivered,Paypal,Central,0.2,20.16,2025-07
O315059,C00355,P0011,3.0,9.3,2025-07-06,delivered,Paypal,Central,0.05,26.505000000000003,2025-07
O911695,C00417,P0008,1.0,20.21,2025-07-06,delayed,Bank Transfer,East,0.1,18.189,2025-07
O748753,C00248,P0009,1.0,20.69,2025-07-06,cancelled,Credit Card,North,0.1,18.621000000000002,2025-07
O609760,C00122,P0022,5.0,25.43,2025-07-06,delayed,Paypal,Central,0.1,114.435,2025-07
O263214,C00050,P0004,1.0,49.83,2025-07-06,delivered,Credit Card,Central,0.05,47.338499999999996,2025-07
O739731,C00217,P0003,3.0,47.01,2025-07-06,delivered,Credit Card,East,0.0,141.03,2025-07
O154588,C00037,P0015,4.0,33.8,2025-07-06,delayed,Credit Card,Central,0.0,135.2,2025-07
O780231,C00394,P0001,4.0,46.96,2025-07-06,delivered,Credit Card,Central,0.1,169.056,2025-07
O364385,C00426,P0023,1.0,13.46,2025-07-06,delayed,Paypal,East,0.15,11.441,2025-07
O498642,C00401,P0009,1.0,36.77,2025-07-06,delivered,Credit Card,Central,0.2,29.416000000000004,2025-07
O470152,C00245,P0023,1.0,35.61,2025-07-06,delivered,Paypal,South,0.2,28.488,2025-07
O440222,C00116,P0022,4.0,15.06,2025-07-06,delivered,Credit Card,East,0.15,51.204,2025-07
O931358,C00123,P0027,5.0,19.01,2025-07-06,cancelled,Paypal,East,0.1,85.54500000000002,2025-07
O953285,C00040,P0019,5.0,36.35,2025-07-06,delayed,Paypal,East,0.0,181.75,2025-07
O669115,C00487,P0025,5.0,36.9,2025-07-06,delayed,Bank Transfer,East,0.0,184.5,2025-07
O705250,C00465,P0015,4.0,48.81,2025-07-06,delayed,Bank Transfer,West,0.0,195.24,2025-07
O666618,C00303,P0005,4.0,23.11,2025-07-06,delivered,Credit Card,Central,0.15,78.574,2025-07
O624423,C00002,P0028,4.0,47.75,2025-07-06,delivered,Bank Transfer,South,0.2,152.8,2025-07
O429842,C00014,P0023,1.0,25.29,2025-07-06,delivered,Credit Card,Central,0.1,22.761,2025-07
O795724,C00480,P0028,1.0,48.93,2025-07-06,delivered,Bank Transfer,South,0.0,48.93,2025-07
O882653,C00332,P0005,3.0,44.01,2025-07-06,cancelled,Credit Card,South,0.2,105.62400000000001,2025-07
O143476,C00343,P0015,3.0,43.64,2025-07-06,delivered,Bank Transfer,West,0.1,117.82800000000002,2025-07
O524187,C00287,P0015,3.0,31.63,2025-07-06,delivered,Credit Card,South,0.05,90.1455,2025-07
O122913,C00486,P0020,3.0,49.8,2025-07-06,delayed,Credit Card,South,0.05,141.92999999999998,2025-07
O656581,C00321,P0003,5.0,47.35,2025-07-06,delivered,Bank Transfer,Central,0.0,236.75,2025-07
O195557,C00088,P0007,5.0,26.32,2025-07-06,delayed,Paypal,East,0.15,111.85999999999999,2025-07
O154851,C00107,P0024,2.0,24.21,2025-07-06,delivered,Paypal,West,0.1,43.578,2025-07
O829511,C00335,P0005,2.0,9.56,2025-07-06,delayed,Bank Transfer,South,0.0,19.12,2025-07
O150383,C00094,P0022,1.0,42.46,2025-07-06,delivered,Credit Card,East,0.0,42.46,2025-07
O460331,C00461,P0022,4.0,19.29,2025-07-06,delivered,Paypal,North,0.05,73.30199999999999,2025-07
O649194,C00433,P0028,2.0,29.52,2025-07-06,delayed,Credit Card,Central,0.05,56.087999999999994,2025-07
O779184,C00045,P0017,4.0,14.32,2025-07-06,delivered,Credit Card,Central,0.0,57.28,2025-07
O178240,C00478,P0013,5.0,33.22,2025-07-06,delayed,Credit Card,Central,0.05,157.795,2025-07
O221796,C00319,P0017,4.0,23.71,2025-07-06,delayed,Bank Transfer,South,0.0,94.84,2025-07
O830712,C00077,P0027,3.0,13.14,2025-07-06,cancelled,Paypal,North,0.15,33.507,2025-07
O916245,C00390,P0010,1.0,24.57,2025-07-06,delayed,Paypal,South,0.1,22.113,2025-07
O725263,C00013,P0013,5.0,35.05,2025-07-06,delayed,Credit Card,South,0.05,166.48749999999998,2025-07
O274451,C00432,P0007,4.0,23.9,2025-07-06,delayed,Credit Card,Central,0.1,86.03999999999999,2025-07
O884688,C00389,P0009,5.0,28.63,2025-07-06,cancelled,Credit Card,South,0.1,128.835,2025-07
O462702,C00279,P0001,2.0,16.63,2025-07-06,delayed,Paypal,West,0.05,31.596999999999998,2025-07
O428227,C00224,P0010,5.0,12.04,2025-07-06,delivered,Credit Card,South,0.1,54.18,2025-07
O771682,C00015,P0019,3.0,25.85,2025-07-06,cancelled,Credit Card,West,0.15,65.9175,2025-07
O773768,C00098,P0016,5.0,32.3,2025-07-06,delayed,Bank Transfer,North,0.0,161.5,2025-07
O133035,C00424,P0015,1.0,43.71,2025-07-06,delayed,Credit Card,East,0.0,43.71,2025-07
O951029,C00337,P0030,5.0,17.16,2025-07-06,delayed,Credit Card,Central,0.15,72.92999999999999,2025-07
O141798,C00300,P0030,5.0,23.18,2025-07-06,delivered,Bank Transfer,West,0.0,115.9,2025-07
O377376,C00022,P0027,4.0,36.68,2025-07-06,delivered,Paypal,South,0.05,139.384,2025-07
O544940,C00223,P0017,4.0,32.38,2025-07-06,delayed,Bank Transfer,North,0.2,103.61600000000001,2025-07
O829181,C00173,P0025,5.0,26.69,2025-07-06,delivered,Credit Card,East,0.05,126.7775,2025-07
O982766,C00034,P0014,5.0,43.81,2025-07-06,delayed,Paypal,South,0.1,197.145,2025-07
O473456,C00251,P0030,2.0,40.61,2025-07-06,cancelled,Credit Card,South,0.1,73.098,2025-07
O695415,C00138,P0003,2.0,37.1,2025-07-06,delivered,Credit Card,East,0.0,74.2,2025-07
O306639,C00330,P0017,4.0,25.75,2025-07-06,delayed,Paypal,South,0.05,97.85,2025-07
O768035,C00222,P0023,4.0,26.43,2025-07-06,delayed,Paypal,East,0.0,105.72,2025-07
O897258,C00303,P0012,5.0,21.61,2025-07-06,delivered,Paypal,South,0.05,102.6475,2025-07
O937627,C00403,P0009,2.0,9.11,2025-07-06,delivered,Bank Transfer,East,0.2,14.576,2025-07
O866632,C00138,P0014,3.0,9.78,2025-07-06,delayed,Paypal,Central,0.0,29.339999999999996,2025-07
O359280,C00369,P0029,5.0,22.28,2025-07-06,delivered,Credit Card,East,0.2,89.12,2025-07
O543791,C00312,P0013,4.0,25.04,2025-07-06,delivered,Credit Card,Central,0.05,95.15199999999999,2025-07
O434424,C00183,P0028,2.0,19.38,2025-07-06,cancelled,Credit Card,North,0.0,38.76,2025-07
O514374,C00160,P0023,4.0,29.24,2025-07-06,delivered,Credit Card,East,0.1,105.264,2025-07
O435796,C00314,P0026,1.0,37.81,2025-07-06,cancelled,Credit Card,North,0.1,34.029,2025-07
O799391,C00314,P0026,1.0,8.61,2025-07-06,delayed,Paypal,North,0.1,7.749,2025-07
O691926,C00224,P0005,2.0,49.92,2025-07-06,delivered,Credit Card,North,0.0,99.84,2025-07
O493426,C00236,P0023,4.0,23.78,2025-07-06,delivered,Credit Card,East,0.15,80.852,2025-07
O131726,C00286,P0001,1.0,22.18,2025-07-06,delivered,Bank Transfer,North,0.05,21.070999999999998,2025-07
O936136,C00429,P0021,4.0,8.91,2025-07-06,cancelled,Paypal,South,0.05,33.858,2025-07
O162875,C00245,P0003,2.0,11.04,2025-07-06,delayed,Bank Transfer,South,0.05,20.976,2025-07
O681637,C00449,P0029,5.0,20.53,2025-07-06,delivered,Paypal,East,0.1,92.385,2025-07
O452246,C00440,P0012,3.0,8.29,2025-07-06,delayed,Credit Card,West,0.1,22.383,2025-07
O588103,C00344,P0020,4.0,12.04,2025-07-06,delivered,Credit Card,East,0.15,40.93599999999999,2025-07
O345298,C00365,P0024,2.0,23.12,2025-07-06,delivered,Paypal,South,0.05,43.928,2025-07
O259676,C00023,P0003,5.0,29.67,2025-07-06,delivered,Paypal,East,0.2,118.68000000000002,2025-07
O418853,C00162,P0021,1.0,44.85,2025-07-06,cancelled,Bank Transfer,West,0.15,38.1225,2025-07
O279565,C00183,P0011,1.0,8.62,2025-07-06,delayed,Bank Transfer,East,0.1,7.757999999999999,2025-07
O574734,C00411,P0005,4.0,39.78,2025-07-06,delivered,Credit Card,East,0.15,135.252,2025-07
O305437,C00008,P0026,3.0,16.59,2025-07-06,delivered,Bank Transfer,East,0.05,47.281499999999994,2025-07
O276556,C00363,P0006,4.0,34.96,2025-07-06,delivered,Credit Card,North,0.0,139.84,2025-07
O256320,C00429,P0022,5.0,14.43,2025-07-06,delayed,Bank Transfer,East,0.1,64.935,2025-07
O894163,C00360,P0004,2.0,9.28,2025-07-06,cancelled,Credit Card,Central,0.2,14.847999999999999,2025-07
O420008,C00203,P0025,5.0,22.29,2025-07-06,delivered,Credit Card,South,0.15,94.73249999999999,2025-07
O858056,C00187,P0025,5.0,39.65,2025-07-06,delayed,Credit Card,North,0.0,198.25,2025-07
O342709,C00492,P0027,2.0,14.06,2025-07-06,delayed,Credit Card,North,0.2,22.496000000000002,2025-07
O423810,C00237,P0010,1.0,27.83,2025-07-06,delayed,Bank Transfer,West,0.1,25.047,2025-07
O653028,C00473,P0002,3.0,30.96,2025-07-06,delivered,Credit Card,North,0.0,92.88,2025-07
O214142,C00324,P0023,1.0,19.17,2025-07-06,delayed,Paypal,West,0.05,18.2115,2025-07
O250466,C00288,P0028,3.0,35.36,2025-07-06,cancelled,Paypal,North,0.1,95.472,2025-07
O669391,C00365,P0018,1.0,30.73,2025-07-06,delayed,Credit Card,East,0.0,30.73,2025-07
O644220,C00265,P0012,1.0,16.39,2025-07-06,delivered,Credit Card,West,0.0,16.39,2025-07
O914329,C00124,P0004,4.0,8.09,2025-07-06,delayed,Paypal,North,0.1,29.124,2025-07
O848134,C00161,P0011,2.0,29.94,2025-07-06,delayed,Bank Transfer,East,0.2,47.904,2025-07
O344254,C00040,P0012,5.0,33.03,2025-07-06,delayed,Bank Transfer,North,0.1,148.63500000000002,2025-07
O822742,C00299,P0002,2.0,34.38,2025-07-06,delivered,Paypal,Central,0.0,68.76,2025-07
O663482,,P0029,3.0,18.89,2025-07-06,cancelled,Paypal,West,0.05,53.8365,2025-07
O774094,C00305,P0024,2.0,13.07,2025-07-06,delivered,Credit Card,East,0.15,22.219,2025-07
O381084,C00326,P0001,1.0,20.5,2025-07-06,delivered,Paypal,North,0.15,17.425,2025-07
O483215,C00464,P0006,1.0,18.9,2025-07-06,cancelled,Credit Card,Central,0.15,16.064999999999998,2025-07
O328687,C00233,P0027,3.0,48.62,2025-07-06,delayed,Bank Transfer,South,0.0,145.85999999999999,2025-07
O896446,C00395,P0014,5.0,9.21,2025-07-06,delivered,Credit Card,South,0.05,43.7475,2025-07
O588020,C00161,P0013,5.0,8.84,2025-07-06,cancelled,Credit Card,West,0.15,37.57,2025-07
